Job_Number,Category,# Total,# Complete,# In Process,# Not Started,% Complete,% Complete (Text),CategorySortOrder
12050-471,Outside Service Routing,1,1,0,0,100.0,100%,3
12175-05,Outside Service Routing,1,1,0,0,100.0,100%,3
12260-30,Outside Service Routing,1,1,0,0,100.0,100%,3
12260-39,Outside Service Routing,1,1,0,0,100.0,100%,3
12260-54,Outside Service Routing,1,1,0,0,100.0,100%,3
12260-59,Outside Service Routing,1,1,0,0,100.0,100%,3
12260-71,Outside Service Routing,1,1,0,0,100.0,100%,3
12278B-46,Outside Service Routing,1,1,0,0,100.0,100%,3
12278B-75,Outside Service Routing,1,1,0,0,100.0,100%,3
12301-11,Outside Service Routing,1,1,0,0,100.0,100%,3
12301-30,Outside Service Routing,1,1,0,0,100.0,100%,3
12301-40,Outside Service Routing,1,1,0,0,100.0,100%,3
12301-42,Outside Service Routing,1,1,0,0,100.0,100%,3
12301-53,Outside Service Routing,1,1,0,0,100.0,100%,3
12301-71,Outside Service Routing,1,1,0,0,100.0,100%,3
12393-FA-153,Outside Service Routing,1,1,0,0,100.0,100%,3
12393-FA-172,Outside Service Routing,1,1,0,0,100.0,100%,3
12393-FA-54,Outside Service Routing,1,1,0,0,100.0,100%,3
12393-FA-69,Outside Service Routing,1,1,0,0,100.0,100%,3
12393-FA-72,Outside Service Routing,1,1,0,0,100.0,100%,3
12393-FA-81,Outside Service Routing,1,1,0,0,100.0,100%,3
12393-FA-97,Outside Service Routing,1,1,0,0,100.0,100%,3
12398C-0001-07,Outside Service Routing,1,1,0,0,100.0,100%,3
12414-44,Outside Service Routing,1,1,0,0,100.0,100%,3
12414-47,Outside Service Routing,1,1,0,0,100.0,100%,3
12419-08,Outside Service Routing,1,1,0,0,100.0,100%,3
12433-265,Outside Service Routing,1,1,0,0,100.0,100%,3
12433-320,Outside Service Routing,1,1,0,0,100.0,100%,3
12433-349,Outside Service Routing,1,1,0,0,100.0,100%,3
12433-353,Outside Service Routing,1,1,0,0,100.0,100%,3
12433-55,Outside Service Routing,1,1,0,0,100.0,100%,3
12433-87,Outside Service Routing,1,1,0,0,100.0,100%,3
12433-90,Outside Service Routing,1,1,0,0,100.0,100%,3
12433-91,Outside Service Routing,1,1,0,0,100.0,100%,3
12301-78,Outside Service Routing,1,1,0,0,100.0,100%,3
12301-79,Outside Service Routing,1,1,0,0,100.0,100%,3
12318C-104,Outside Service Routing,1,1,0,0,100.0,100%,3
12318C-113,Outside Service Routing,1,1,0,0,100.0,100%,3
12318C-124,Outside Service Routing,1,1,0,0,100.0,100%,3
12318C-131,Outside Service Routing,1,1,0,0,100.0,100%,3
12318C-156,Outside Service Routing,1,1,0,0,100.0,100%,3
12318C-17,Outside Service Routing,1,1,0,0,100.0,100%,3
12318C-177,Outside Service Routing,1,1,0,0,100.0,100%,3
12318C-21,Outside Service Routing,1,1,0,0,100.0,100%,3
12318C-57,Outside Service Routing,1,1,0,0,100.0,100%,3
12318C-66,Outside Service Routing,1,1,0,0,100.0,100%,3
12318C-71,Outside Service Routing,1,1,0,0,100.0,100%,3
12318C-72,Outside Service Routing,1,1,0,0,100.0,100%,3
12318C-84,Outside Service Routing,1,1,0,0,100.0,100%,3
12318C-98,Outside Service Routing,1,1,0,0,100.0,100%,3
12318H-10,Outside Service Routing,1,1,0,0,100.0,100%,3
12434-321,Outside Service Routing,1,1,0,0,100.0,100%,3
12434-353,Outside Service Routing,1,1,0,0,100.0,100%,3
12208-09,Outside Service Routing,1,1,0,0,100.0,100%,3
12260-02,Outside Service Routing,1,1,0,0,100.0,100%,3
12260-31,Outside Service Routing,1,1,0,0,100.0,100%,3
12260-32,Outside Service Routing,1,1,0,0,100.0,100%,3
12260-36,Outside Service Routing,1,1,0,0,100.0,100%,3
12260-69,Outside Service Routing,1,1,0,0,100.0,100%,3
12260-70,Outside Service Routing,1,1,0,0,100.0,100%,3
12260-73,Outside Service Routing,1,1,0,0,100.0,100%,3
12260-77,Outside Service Routing,1,1,0,0,100.0,100%,3
12278B-16,Outside Service Routing,1,1,0,0,100.0,100%,3
12278B-73,Outside Service Routing,1,1,0,0,100.0,100%,3
12387-06,Outside Service Routing,1,1,0,0,100.0,100%,3
12387-07,Outside Service Routing,1,1,0,0,100.0,100%,3
12393-07,Outside Service Routing,1,1,0,0,100.0,100%,3
12393-109,Outside Service Routing,1,1,0,0,100.0,100%,3
12393-125,Outside Service Routing,1,1,0,0,100.0,100%,3
12393-160,Outside Service Routing,1,1,0,0,100.0,100%,3
12393-166,Outside Service Routing,1,1,0,0,100.0,100%,3
12393-167,Outside Service Routing,1,1,0,0,100.0,100%,3
12393-172,Outside Service Routing,1,1,0,0,100.0,100%,3
12393-24,Outside Service Routing,1,1,0,0,100.0,100%,3
12393-83,Outside Service Routing,1,1,0,0,100.0,100%,3
12393-FA-112,Outside Service Routing,1,1,0,0,100.0,100%,3
12393-FA-126,Outside Service Routing,1,1,0,0,100.0,100%,3
12393-FA-163,Outside Service Routing,1,1,0,0,100.0,100%,3
12393-FA-164,Outside Service Routing,1,1,0,0,100.0,100%,3
12393-FA-175,Outside Service Routing,1,1,0,0,100.0,100%,3
12393-FA-169,Outside Service Routing,1,1,0,0,100.0,100%,3
12393-FA-17,Outside Service Routing,1,1,0,0,100.0,100%,3
12393-FA-170,Outside Service Routing,1,1,0,0,100.0,100%,3
12393-FA-176,Outside Service Routing,1,1,0,0,100.0,100%,3
12393-FA-83,Outside Service Routing,1,1,0,0,100.0,100%,3
12414-02,Outside Service Routing,1,1,0,0,100.0,100%,3
12414-37,Outside Service Routing,1,1,0,0,100.0,100%,3
12414-46,Outside Service Routing,1,1,0,0,100.0,100%,3
12414-78,Outside Service Routing,1,1,0,0,100.0,100%,3
12414-80,Outside Service Routing,1,1,0,0,100.0,100%,3
12430-11,Outside Service Routing,1,1,0,0,100.0,100%,3
12433-54,Outside Service Routing,1,1,0,0,100.0,100%,3
12433-82,Outside Service Routing,1,1,0,0,100.0,100%,3
12434-322,Outside Service Routing,1,1,0,0,100.0,100%,3
12434-359,Outside Service Routing,1,1,0,0,100.0,100%,3
12434-55,Outside Service Routing,1,1,0,0,100.0,100%,3
12434-88,Outside Service Routing,1,1,0,0,100.0,100%,3
12441-18,Outside Service Routing,1,1,0,0,100.0,100%,3
12393-FA-71,Outside Service Routing,1,1,0,0,100.0,100%,3
12414-11,Outside Service Routing,1,1,0,0,100.0,100%,3
12414-22,Outside Service Routing,1,1,0,0,100.0,100%,3
12414-35,Outside Service Routing,1,1,0,0,100.0,100%,3
12414-81,Outside Service Routing,1,1,0,0,100.0,100%,3
12419-12,Outside Service Routing,1,1,0,0,100.0,100%,3
12430-10,Outside Service Routing,1,1,0,0,100.0,100%,3
12279-0002-10,Outside Service Routing,1,1,0,0,100.0,100%,3
12301-19,Outside Service Routing,1,1,0,0,100.0,100%,3
12301-31,Outside Service Routing,1,1,0,0,100.0,100%,3
12301-39,Outside Service Routing,1,1,0,0,100.0,100%,3
12301-54,Outside Service Routing,1,1,0,0,100.0,100%,3
12301-84,Outside Service Routing,1,1,0,0,100.0,100%,3
12318C-108,Outside Service Routing,1,1,0,0,100.0,100%,3
12318C-111,Outside Service Routing,1,1,0,0,100.0,100%,3
12318C-116,Outside Service Routing,1,1,0,0,100.0,100%,3
12318C-120,Outside Service Routing,1,1,0,0,100.0,100%,3
12318C-15,Outside Service Routing,1,1,0,0,100.0,100%,3
12318C-153,Outside Service Routing,1,1,0,0,100.0,100%,3
12318C-164,Outside Service Routing,1,1,0,0,100.0,100%,3
12318C-171,Outside Service Routing,1,1,0,0,100.0,100%,3
12318C-190,Outside Service Routing,1,1,0,0,100.0,100%,3
12318C-191,Outside Service Routing,1,1,0,0,100.0,100%,3
12318C-28,Outside Service Routing,1,1,0,0,100.0,100%,3
12318C-73,Outside Service Routing,1,1,0,0,100.0,100%,3
12318C-83,Outside Service Routing,1,1,0,0,100.0,100%,3
12318C-95,Outside Service Routing,1,1,0,0,100.0,100%,3
12328-13,Outside Service Routing,1,1,0,0,100.0,100%,3
12433-317,Outside Service Routing,1,1,0,0,100.0,100%,3
12433-318,Outside Service Routing,1,1,0,0,100.0,100%,3
12433-330,Outside Service Routing,1,1,0,0,100.0,100%,3
12433-47,Outside Service Routing,1,1,0,0,100.0,100%,3
12433-59,Outside Service Routing,1,1,0,0,100.0,100%,3
12441-58,Outside Service Routing,1,1,0,0,100.0,100%,3
12450A-15,Outside Service Routing,1,1,0,0,100.0,100%,3
12450A-155,Outside Service Routing,1,1,0,0,100.0,100%,3
12450B-15,Outside Service Routing,1,1,0,0,100.0,100%,3
12450B-29,Outside Service Routing,1,1,0,0,100.0,100%,3
12450B-32,Outside Service Routing,1,1,0,0,100.0,100%,3
12453-126,Outside Service Routing,1,1,0,0,100.0,100%,3
12453-129,Outside Service Routing,1,1,0,0,100.0,100%,3
12453-14,Outside Service Routing,1,1,0,0,100.0,100%,3
12453-74,Outside Service Routing,1,1,0,0,100.0,100%,3
12453-91,Outside Service Routing,1,1,0,0,100.0,100%,3
12455-0001-74,Outside Service Routing,1,1,0,0,100.0,100%,3
12387-05,Outside Service Routing,1,1,0,0,100.0,100%,3
12393-11,Outside Service Routing,1,1,0,0,100.0,100%,3
12393-112,Outside Service Routing,1,1,0,0,100.0,100%,3
12393-132,Outside Service Routing,1,1,0,0,100.0,100%,3
12393-153,Outside Service Routing,1,1,0,0,100.0,100%,3
12393-165,Outside Service Routing,1,1,0,0,100.0,100%,3
12393-175,Outside Service Routing,1,1,0,0,100.0,100%,3
12393-178,Outside Service Routing,1,1,0,0,100.0,100%,3
12393-18,Outside Service Routing,1,1,0,0,100.0,100%,3
12393-26,Outside Service Routing,1,1,0,0,100.0,100%,3
12393-59,Outside Service Routing,1,1,0,0,100.0,100%,3
12393-73,Outside Service Routing,1,1,0,0,100.0,100%,3
12393-74,Outside Service Routing,1,1,0,0,100.0,100%,3
12393-81,Outside Service Routing,1,1,0,0,100.0,100%,3
12393-84,Outside Service Routing,1,1,0,0,100.0,100%,3
12393-99,Outside Service Routing,1,1,0,0,100.0,100%,3
12393-FA-115,Outside Service Routing,1,1,0,0,100.0,100%,3
12393-FA-12,Outside Service Routing,1,1,0,0,100.0,100%,3
12393-FA-13,Outside Service Routing,1,1,0,0,100.0,100%,3
12393-FA-56,Outside Service Routing,1,1,0,0,100.0,100%,3
12393-FA-57,Outside Service Routing,1,1,0,0,100.0,100%,3
12393-FA-70,Outside Service Routing,1,1,0,0,100.0,100%,3
12393-FA-78,Outside Service Routing,1,1,0,0,100.0,100%,3
12393-FA-93,Outside Service Routing,1,1,0,0,100.0,100%,3
12398C-0001-08,Outside Service Routing,1,1,0,0,100.0,100%,3
12414-21,Outside Service Routing,1,1,0,0,100.0,100%,3
12414-34,Outside Service Routing,1,1,0,0,100.0,100%,3
12414-48,Outside Service Routing,1,1,0,0,100.0,100%,3
12414-59,Outside Service Routing,1,1,0,0,100.0,100%,3
12414-83,Outside Service Routing,1,1,0,0,100.0,100%,3
12433-48,Outside Service Routing,1,1,0,0,100.0,100%,3
12433-52,Outside Service Routing,1,1,0,0,100.0,100%,3
12433-57,Outside Service Routing,1,1,0,0,100.0,100%,3
12433-58,Outside Service Routing,1,1,0,0,100.0,100%,3
12433-63,Outside Service Routing,1,1,0,0,100.0,100%,3
12433-86,Outside Service Routing,1,1,0,0,100.0,100%,3
12433-89,Outside Service Routing,1,1,0,0,100.0,100%,3
12434-360,Outside Service Routing,1,1,0,0,100.0,100%,3
12441-20,Outside Service Routing,1,1,0,0,100.0,100%,3
12441-42,Outside Service Routing,1,1,0,0,100.0,100%,3
12441-67,Outside Service Routing,1,1,0,0,100.0,100%,3
12450A-196,Outside Service Routing,1,1,0,0,100.0,100%,3
12450A-79,Outside Service Routing,1,1,0,0,100.0,100%,3
12450B-28,Outside Service Routing,1,1,0,0,100.0,100%,3
12453-104,Outside Service Routing,1,1,0,0,100.0,100%,3
12453-16,Outside Service Routing,1,1,0,0,100.0,100%,3
12453-23,Outside Service Routing,1,1,0,0,100.0,100%,3
12453-68,Outside Service Routing,1,1,0,0,100.0,100%,3
12453-72,Outside Service Routing,1,1,0,0,100.0,100%,3
12453-86,Outside Service Routing,1,1,0,0,100.0,100%,3
12474J-60,Outside Service Routing,1,1,0,0,100.0,100%,3
12474K-48,Outside Service Routing,1,1,0,0,100.0,100%,3
12474K-65,Outside Service Routing,1,1,0,0,100.0,100%,3
12474K-67,Outside Service Routing,1,1,0,0,100.0,100%,3
12474K-81,Outside Service Routing,1,1,0,0,100.0,100%,3
12474K-89,Outside Service Routing,1,1,0,0,100.0,100%,3
12474K-91,Outside Service Routing,1,1,0,0,100.0,100%,3
12474P-24,Outside Service Routing,1,1,0,0,100.0,100%,3
12441-19,Outside Service Routing,1,1,0,0,100.0,100%,3
12441-63,Outside Service Routing,1,1,0,0,100.0,100%,3
12441-64,Outside Service Routing,1,1,0,0,100.0,100%,3
12441-70,Outside Service Routing,1,1,0,0,100.0,100%,3
12441-71,Outside Service Routing,1,1,0,0,100.0,100%,3
12450A-144,Outside Service Routing,1,1,0,0,100.0,100%,3
12450A-197,Outside Service Routing,1,1,0,0,100.0,100%,3
12450A-198,Outside Service Routing,1,1,0,0,100.0,100%,3
12450A-39,Outside Service Routing,1,1,0,0,100.0,100%,3
12450B-17,Outside Service Routing,1,1,0,0,100.0,100%,3
12450B-19,Outside Service Routing,1,1,0,0,100.0,100%,3
12450B-22,Outside Service Routing,1,1,0,0,100.0,100%,3
12453-109,Outside Service Routing,1,1,0,0,100.0,100%,3
12453-118,Outside Service Routing,1,1,0,0,100.0,100%,3
12453-121,Outside Service Routing,1,1,0,0,100.0,100%,3
12453-78,Outside Service Routing,1,1,0,0,100.0,100%,3
12455-0001-34,Outside Service Routing,1,1,0,0,100.0,100%,3
12455-0001-75,Outside Service Routing,1,1,0,0,100.0,100%,3
12474C-29,Outside Service Routing,1,1,0,0,100.0,100%,3
12474K-36,Outside Service Routing,1,1,0,0,100.0,100%,3
12474F-09,Outside Service Routing,1,1,0,0,100.0,100%,3
12474K-37,Outside Service Routing,1,1,0,0,100.0,100%,3
12474K-38,Outside Service Routing,1,1,0,0,100.0,100%,3
12474K-79,Outside Service Routing,1,1,0,0,100.0,100%,3
12474K-95,Outside Service Routing,1,1,0,0,100.0,100%,3
12516-66,Outside Service Routing,1,1,0,0,100.0,100%,3
12516-67,Outside Service Routing,1,1,0,0,100.0,100%,3
12516-68,Outside Service Routing,1,1,0,0,100.0,100%,3
12545-05,Outside Service Routing,1,1,0,0,100.0,100%,3
12574-05,Outside Service Routing,1,1,0,0,100.0,100%,3
12582-03,Outside Service Routing,1,1,0,0,100.0,100%,3
12597-18,Outside Service Routing,1,1,0,0,100.0,100%,3
12474K-70,Outside Service Routing,1,1,0,0,100.0,100%,3
12474K-80,Outside Service Routing,1,1,0,0,100.0,100%,3
12474K-85,Outside Service Routing,1,1,0,0,100.0,100%,3
12474K-88,Outside Service Routing,1,1,0,0,100.0,100%,3
12474K-90,Outside Service Routing,1,1,0,0,100.0,100%,3
12490-22,Outside Service Routing,1,1,0,0,100.0,100%,3
12490-23,Outside Service Routing,1,1,0,0,100.0,100%,3
12516-65,Outside Service Routing,1,1,0,0,100.0,100%,3
12524-01,Outside Service Routing,1,1,0,0,100.0,100%,3
12530-03,Outside Service Routing,1,1,0,0,100.0,100%,3
4433-01,Outside Service Routing,1,1,0,0,100.0,100%,3
12561A-01,Outside Service Routing,1,1,0,0,100.0,100%,3
12441-31,Outside Service Routing,1,1,0,0,100.0,100%,3
12441-32,Outside Service Routing,1,1,0,0,100.0,100%,3
12450A-06,Outside Service Routing,1,1,0,0,100.0,100%,3
12450B-10,Outside Service Routing,1,1,0,0,100.0,100%,3
12450B-26,Outside Service Routing,1,1,0,0,100.0,100%,3
12453-105,Outside Service Routing,1,1,0,0,100.0,100%,3
12453-108,Outside Service Routing,1,1,0,0,100.0,100%,3
12453-116,Outside Service Routing,1,1,0,0,100.0,100%,3
12453-120,Outside Service Routing,1,1,0,0,100.0,100%,3
12453-17,Outside Service Routing,1,1,0,0,100.0,100%,3
12453-22,Outside Service Routing,1,1,0,0,100.0,100%,3
12453-79,Outside Service Routing,1,1,0,0,100.0,100%,3
12455-0001-47,Outside Service Routing,1,1,0,0,100.0,100%,3
12474C-28,Outside Service Routing,1,1,0,0,100.0,100%,3
12516-74,Outside Service Routing,1,1,0,0,100.0,100%,3
12525C-03,Outside Service Routing,1,1,0,0,100.0,100%,3
12526-19,Outside Service Routing,1,1,0,0,100.0,100%,3
12530-01,Outside Service Routing,1,1,0,0,100.0,100%,3
12532E-07,Outside Service Routing,1,1,0,0,100.0,100%,3
12548B-03,Outside Service Routing,1,1,0,0,100.0,100%,3
12573B-16,Outside Service Routing,1,1,0,0,100.0,100%,3
12574-01,Outside Service Routing,1,1,0,0,100.0,100%,3
12582-02,Outside Service Routing,1,1,0,0,100.0,100%,3
12596E-05,Outside Service Routing,1,1,0,0,100.0,100%,3
12474C-30,Outside Service Routing,1,1,0,0,100.0,100%,3
12474J-59,Outside Service Routing,1,1,0,0,100.0,100%,3
12474K-55,Outside Service Routing,1,1,0,0,100.0,100%,3
12474K-86,Outside Service Routing,1,1,0,0,100.0,100%,3
12474K-92,Outside Service Routing,1,1,0,0,100.0,100%,3
12490-20,Outside Service Routing,1,1,0,0,100.0,100%,3
12490-21,Outside Service Routing,1,1,0,0,100.0,100%,3
12492-11,Outside Service Routing,1,1,0,0,100.0,100%,3
12516-62,Outside Service Routing,1,1,0,0,100.0,100%,3
12525C-04,Outside Service Routing,1,1,0,0,100.0,100%,3
12526-17,Outside Service Routing,1,1,0,0,100.0,100%,3
12532E-08,Outside Service Routing,1,1,0,0,100.0,100%,3
12548B-04,Outside Service Routing,1,1,0,0,100.0,100%,3
12597-16,Outside Service Routing,1,1,0,0,100.0,100%,3
12597-23,Outside Service Routing,1,1,0,0,100.0,100%,3
12597-24,Outside Service Routing,1,1,0,0,100.0,100%,3
4516-03,Outside Service Routing,1,1,0,0,100.0,100%,3
12573A-15,Outside Service Routing,1,1,0,0,100.0,100%,3
12585-04,Outside Service Routing,1,1,0,0,100.0,100%,3
12597-21,Outside Service Routing,1,1,0,0,100.0,100%,3
10889-0003-97,Internal MFG Routing,1,1,0,0,100.0,100%,2
10893-0004-17,Internal MFG Routing,1,1,0,0,100.0,100%,2
10893-0004-39,Internal MFG Routing,1,1,0,0,100.0,100%,2
10893-0004-51,Internal MFG Routing,1,1,0,0,100.0,100%,2
10893-0004-52,Internal MFG Routing,1,1,0,0,100.0,100%,2
10893-0004-73,Internal MFG Routing,1,1,0,0,100.0,100%,2
10893-0004-82,Internal MFG Routing,1,1,0,0,100.0,100%,2
10889-0003-03,Internal MFG Routing,1,1,0,0,100.0,100%,2
10889-0003-128,Internal MFG Routing,1,1,0,0,100.0,100%,2
10889-0003-139,Internal MFG Routing,1,1,0,0,100.0,100%,2
10893-0004-07,Internal MFG Routing,1,1,0,0,100.0,100%,2
10893-0004-41,Internal MFG Routing,1,1,0,0,100.0,100%,2
10893-0004-42,Internal MFG Routing,1,1,0,0,100.0,100%,2
10893-0004-49,Internal MFG Routing,1,1,0,0,100.0,100%,2
10893-0004-62,Internal MFG Routing,1,1,0,0,100.0,100%,2
10893-0004-70,Internal MFG Routing,1,1,0,0,100.0,100%,2
11582A-180,Internal MFG Routing,1,1,0,0,100.0,100%,2
11582A-81,Internal MFG Routing,1,1,0,0,100.0,100%,2
11582A-34,Internal MFG Routing,1,1,0,0,100.0,100%,2
11582B-01,Internal MFG Routing,1,1,0,0,100.0,100%,2
10889-0003-117,Internal MFG Routing,1,1,0,0,100.0,100%,2
10889-0003-130,Internal MFG Routing,1,1,0,0,100.0,100%,2
10889-0003-136,Internal MFG Routing,1,1,0,0,100.0,100%,2
10889-0003-147,Internal MFG Routing,1,1,0,0,100.0,100%,2
10889-0003-75,Internal MFG Routing,1,1,0,0,100.0,100%,2
10889-0003-89,Internal MFG Routing,1,1,0,0,100.0,100%,2
10893-0004-05,Internal MFG Routing,1,1,0,0,100.0,100%,2
10893-0004-15,Internal MFG Routing,1,1,0,0,100.0,100%,2
10893-0004-22,Internal MFG Routing,1,1,0,0,100.0,100%,2
10893-0004-58,Internal MFG Routing,1,1,0,0,100.0,100%,2
10893-0004-64,Internal MFG Routing,1,1,0,0,100.0,100%,2
11862C-10,Internal MFG Routing,1,1,0,0,100.0,100%,2
11862C-11,Internal MFG Routing,1,1,0,0,100.0,100%,2
11862C-122,Internal MFG Routing,1,1,0,0,100.0,100%,2
10889-0003-125,Internal MFG Routing,1,1,0,0,100.0,100%,2
10889-0003-126,Internal MFG Routing,1,1,0,0,100.0,100%,2
10889-0003-133,Internal MFG Routing,1,1,0,0,100.0,100%,2
10893-0004-54,Internal MFG Routing,1,1,0,0,100.0,100%,2
10893-0004-68,Internal MFG Routing,1,1,0,0,100.0,100%,2
10893-0004-69,Internal MFG Routing,1,1,0,0,100.0,100%,2
10893-0004-71,Internal MFG Routing,1,1,0,0,100.0,100%,2
10893-0004-79,Internal MFG Routing,1,1,0,0,100.0,100%,2
11588-01,Internal MFG Routing,1,1,0,0,100.0,100%,2
11862C-108,Internal MFG Routing,1,1,0,0,100.0,100%,2
11862C-111,Internal MFG Routing,1,1,0,0,100.0,100%,2
11862C-112,Internal MFG Routing,1,1,0,0,100.0,100%,2
11862C-120,Internal MFG Routing,1,1,0,0,100.0,100%,2
11862C-188,Internal MFG Routing,1,1,0,0,100.0,100%,2
11862C-131,Internal MFG Routing,1,1,0,0,100.0,100%,2
11862C-143,Internal MFG Routing,1,1,0,0,100.0,100%,2
11862C-144,Internal MFG Routing,1,1,0,0,100.0,100%,2
11862C-155,Internal MFG Routing,1,1,0,0,100.0,100%,2
11862C-169,Internal MFG Routing,1,1,0,0,100.0,100%,2
11862C-18,Internal MFG Routing,1,1,0,0,100.0,100%,2
11862C-186,Internal MFG Routing,1,1,0,0,100.0,100%,2
11862C-192,Internal MFG Routing,1,1,0,0,100.0,100%,2
11862C-31,Internal MFG Routing,1,1,0,0,100.0,100%,2
11862C-32,Internal MFG Routing,1,1,0,0,100.0,100%,2
11862C-42,Internal MFG Routing,1,1,0,0,100.0,100%,2
11862C-97,Internal MFG Routing,1,1,0,0,100.0,100%,2
12050-352,Internal MFG Routing,1,1,0,0,100.0,100%,2
12050-435,Internal MFG Routing,1,1,0,0,100.0,100%,2
12050-436,Internal MFG Routing,1,1,0,0,100.0,100%,2
12050-437,Internal MFG Routing,1,1,0,0,100.0,100%,2
12050-446,Internal MFG Routing,1,1,0,0,100.0,100%,2
12050-461,Internal MFG Routing,1,1,0,0,100.0,100%,2
11862C-193,Internal MFG Routing,1,1,0,0,100.0,100%,2
11862C-68,Internal MFG Routing,1,1,0,0,100.0,100%,2
11862C-71,Internal MFG Routing,1,1,0,0,100.0,100%,2
11862C-79,Internal MFG Routing,1,1,0,0,100.0,100%,2
11862C-80,Internal MFG Routing,1,1,0,0,100.0,100%,2
11862C-81,Internal MFG Routing,1,1,0,0,100.0,100%,2
11862C-91,Internal MFG Routing,1,1,0,0,100.0,100%,2
11862C-99,Internal MFG Routing,1,1,0,0,100.0,100%,2
11582A-196,Internal MFG Routing,1,1,0,0,100.0,100%,2
11582D-180,Internal MFG Routing,1,1,0,0,100.0,100%,2
11862C-02,Internal MFG Routing,1,1,0,0,100.0,100%,2
11862C-102,Internal MFG Routing,1,1,0,0,100.0,100%,2
11862C-139,Internal MFG Routing,1,1,0,0,100.0,100%,2
11862C-141,Internal MFG Routing,1,1,0,0,100.0,100%,2
11862C-142,Internal MFG Routing,1,1,0,0,100.0,100%,2
11862C-153,Internal MFG Routing,1,1,0,0,100.0,100%,2
11862C-164,Internal MFG Routing,1,1,0,0,100.0,100%,2
11862C-171,Internal MFG Routing,1,1,0,0,100.0,100%,2
11862C-172,Internal MFG Routing,1,1,0,0,100.0,100%,2
11862C-179,Internal MFG Routing,1,1,0,0,100.0,100%,2
11862C-100,Internal MFG Routing,1,1,0,0,100.0,100%,2
11862C-103,Internal MFG Routing,1,1,0,0,100.0,100%,2
11862C-113,Internal MFG Routing,1,1,0,0,100.0,100%,2
11862C-125,Internal MFG Routing,1,1,0,0,100.0,100%,2
11862C-126,Internal MFG Routing,1,1,0,0,100.0,100%,2
11862C-166,Internal MFG Routing,1,1,0,0,100.0,100%,2
11862C-174,Internal MFG Routing,1,1,0,0,100.0,100%,2
11862C-197,Internal MFG Routing,1,1,0,0,100.0,100%,2
11862C-198,Internal MFG Routing,1,1,0,0,100.0,100%,2
11862C-24,Internal MFG Routing,1,1,0,0,100.0,100%,2
11862C-33,Internal MFG Routing,1,1,0,0,100.0,100%,2
11862C-34,Internal MFG Routing,1,1,0,0,100.0,100%,2
11862C-41,Internal MFG Routing,1,1,0,0,100.0,100%,2
11862C-75,Internal MFG Routing,1,1,0,0,100.0,100%,2
11862C-85,Internal MFG Routing,1,1,0,0,100.0,100%,2
11862C-22,Internal MFG Routing,1,1,0,0,100.0,100%,2
11862C-35,Internal MFG Routing,1,1,0,0,100.0,100%,2
11862C-36,Internal MFG Routing,1,1,0,0,100.0,100%,2
11862C-43,Internal MFG Routing,1,1,0,0,100.0,100%,2
11862C-78,Internal MFG Routing,1,1,0,0,100.0,100%,2
11862C-98,Internal MFG Routing,1,1,0,0,100.0,100%,2
12050-440,Internal MFG Routing,1,1,0,0,100.0,100%,2
12050-441,Internal MFG Routing,1,1,0,0,100.0,100%,2
12050-448,Internal MFG Routing,1,1,0,0,100.0,100%,2
12050-449,Internal MFG Routing,1,1,0,0,100.0,100%,2
12050-451,Internal MFG Routing,1,1,0,0,100.0,100%,2
12050-452,Internal MFG Routing,1,1,0,0,100.0,100%,2
12050-460,Internal MFG Routing,1,1,0,0,100.0,100%,2
12050-493,Internal MFG Routing,1,1,0,0,100.0,100%,2
12208-04,Internal MFG Routing,1,1,0,0,100.0,100%,2
12208-17,Internal MFG Routing,1,1,0,0,100.0,100%,2
12250C-07,Internal MFG Routing,1,1,0,0,100.0,100%,2
12250C-08,Internal MFG Routing,1,1,0,0,100.0,100%,2
12260-17,Internal MFG Routing,1,1,0,0,100.0,100%,2
12260-22,Internal MFG Routing,1,1,0,0,100.0,100%,2
12260-36,Internal MFG Routing,1,1,0,0,100.0,100%,2
12260-53,Internal MFG Routing,1,1,0,0,100.0,100%,2
12260-60,Internal MFG Routing,1,1,0,0,100.0,100%,2
12260-76,Internal MFG Routing,1,1,0,0,100.0,100%,2
12260-77,Internal MFG Routing,1,1,0,0,100.0,100%,2
12260-80,Internal MFG Routing,1,1,0,0,100.0,100%,2
12278B-17,Internal MFG Routing,1,1,0,0,100.0,100%,2
12278B-61,Internal MFG Routing,1,1,0,0,100.0,100%,2
12278B-63,Internal MFG Routing,1,1,0,0,100.0,100%,2
12278B-64,Internal MFG Routing,1,1,0,0,100.0,100%,2
12278B-96,Internal MFG Routing,1,1,0,0,100.0,100%,2
12278B-97,Internal MFG Routing,1,1,0,0,100.0,100%,2
12279-0002-10,Internal MFG Routing,1,1,0,0,100.0,100%,2
12301-03,Internal MFG Routing,1,1,0,0,100.0,100%,2
12301-04,Internal MFG Routing,1,1,0,0,100.0,100%,2
12301-48,Internal MFG Routing,1,1,0,0,100.0,100%,2
12301-51,Internal MFG Routing,1,1,0,0,100.0,100%,2
12301-54,Internal MFG Routing,1,1,0,0,100.0,100%,2
12301-68,Internal MFG Routing,1,1,0,0,100.0,100%,2
12301-69,Internal MFG Routing,1,1,0,0,100.0,100%,2
12301-73,Internal MFG Routing,1,1,0,0,100.0,100%,2
12301-83,Internal MFG Routing,1,1,0,0,100.0,100%,2
12318C-07,Internal MFG Routing,1,1,0,0,100.0,100%,2
